emissionIntensityScope1,emissionIntensityScope2,emissionIntensityScope3,totalEmissionIntensity
0.0012203116503992678,0.002986407510968747,0.0026977803833292315,0.006904499544697246
0.0009285905931363226,0.0005754165139308209,0.001609182556693646,0.0031131896637607895
0.00165242994452523,0.0005027402271485266,0.0015510520937155109,0.0037062222653892673
0.0002312834483485084,0.0007648320561085143,0.0011634107538273596,0.0021595262582843823
0.0018129558710626766,0.0006555325709037203,0.0010190248923555756,0.0034875133343219727
0.005888640765605133,0.0006526416875825914,0.0011613583096644186,0.007702640762852143
0.003999339854948728,0.0006476020359511838,0.0007291739437184641,0.005376115834618376
0.004586149724505082,0.00491834818267685,0.005680835239952388,0.015185333147134319
0.0030697263362994068,0.0032870128589675713,0.0030997784260705045,0.009456517621337483
0.002939281080068872,0.0026347683875276202,0.003287911211503484,0.008861960679099976
0.06188403515202553,0.0013919295923653947,0.0027311188814226756,0.0660070836258136
0.02464798740734206,0.0036562191801388826,0.004510965346977171,0.03281517193445811
0.08903364194177604,0.0030897341252147555,0.0028851978630130837,0.09500857393000388
0.008152372527175447,0.002942865228854859,0.0037535291829800463,0.014848766939010351
0.04263491501380778,0.0037179651482002717,0.005224277908577497,0.05157715807058554
0.08480868886404072,0.005737426898620212,0.0046039800705695855,0.09515009583323052
0.019287763408889075,0.003330977978283271,0.005142271607799207,0.027761012994971555
0.11723363548934383,0.003424573002625223,0.005297021470099819,0.12595522996206887
0.001607614512634098,0.003908813303661046,0.005939089022311496,0.01145551683860664
0.027641680677650257,0.0033826679034517724,0.0036218124264807763,0.034646161007582804
0.008259192302531916,0.0025632242204739275,0.003246501885521759,0.014068918408527604
0.021953994826865567,0.0025513660374064423,0.004159031460643638,0.028664392324915647
0.01764039696362994,0.0031290120744611382,0.004106278977950611,0.02487568801604169
0.0005674211428106425,0.0004771952268033583,0.0029521747498867353,0.003996791119500736
0.0005459276120447032,0.0007640740328301183,0.0029622259520960255,0.004272227596970847
0.007710065818976685,0.0016897431518632631,0.002494666797294747,0.011894475768134696
0.0051454350436200185,0.0016746146425518308,0.0027092377232309462,0.009529287409402796
0.009596014343120693,0.002239591057502615,0.004470492760149044,0.016306098160772352
0.00017956050719399898,0.00033950989589595474,0.002790348182813923,0.003309418585903877
0.011842123952945127,0.004235416616431218,0.003998850405769444,0.02007639097514579
0.0021292179722986926,0.002744619924722519,0.004332681118909099,0.00920651901593031
0.005142269894338653,0.0016333575545865793,0.003716455574577172,0.010492083023502404
0.0014608702227394688,0.00018173494100113757,0.0016912335990944805,0.0033338387628350868
9.506089921051242e-05,0.00013257544831709394,0.003334228209854033,0.003561864557381639
0.000921618082885285,0.004120184985747034,0.003533654399020536,0.008575457467652856
0.022721178480583394,0.003651960088874308,0.007006788045408739,0.03337992661486644
0.009042403240066834,0.005646172417160287,0.004862805164150294,0.019551380821377414
0.009318917946524367,0.003340179892687359,0.00429882333575168,0.016957921174963406
0.003503946287296889,0.001998287407016102,0.0038693368460180066,0.009371570540330998
0.022028432659341075,0.010141849367946508,0.00983238170828514,0.04200266373557272
0.0009404191425324816,0.0020248838055506356,0.003967470346147006,0.0069327732942301235
0.0006425002673346461,0.002559027293369584,0.004129749042439377,0.0073312766031436065
0.002297893864230259,0.001945986052059784,0.004775217120484848,0.00901909703677489
0.021016829765107027,0.0021899150577997,0.002834722891591576,0.026041467714498303
0.007379435487859538,0.005549133823902954,0.006201311786024458,0.01912988109778695
0.001152145330710537,0.0031576012653122144,0.004706759924186774,0.009016506520209525
0.011059588069455705,0.0013978343160446613,0.0043435180890206634,0.01680094047452103
0.03400993397349301,0.03076406238753947,0.012978320325668119,0.0777523166867006
0.023470937970989886,0.017132796225532536,0.02607443133516904,0.06667816553169147
0.09657937769973704,0.021566130790464426,0.015617238936001449,0.13376274742620292
0.02618720376992127,0.013344313823221989,0.025305491552098214,0.06483700914524147
0.04986998753922566,0.015451803303625087,0.027345753054919278,0.09266754389777003
0.005033855871737984,0.010612891787948702,0.0301104607667417,0.045757208426428386
0.028912859911318912,0.00502986599376797,0.006762576769332014,0.040705302674418894
0.04577103624427548,0.010428450387093335,0.007460074814201377,0.0636595614455702
0.014079925462072028,0.01001025777087744,0.008799879491662693,0.03289006272461216
0.014932912701364872,0.003106272398611312,0.00412914640241244,0.022168331502388623
0.015587224363628133,0.0042898982907738845,0.0055990326618836975,0.025476155316285713
0.004866652262963832,0.0060279083066752505,0.004745933917474059,0.015640494487113143
0.012530027666142512,0.004313173284451972,0.0041716146334378965,0.02101481558403238
0.06996590634343687,0.005990388284588267,0.012984532615898395,0.08894082724392353
0.030388092707114178,0.009711352928410914,0.01671345345400567,0.05681289908953076
0.004430542174040281,0.011749557017172951,0.021330186350712006,0.03751028554192524
0.01390603639714515,0.008707603802458845,0.019737400564994408,0.042351040764598405
0.05417741693009525,0.004947527240382594,0.009989522888119072,0.06911446705859692
0.0005010677663564816,0.001595374838937057,0.0034483838438701484,0.005544826449163687
0.011201321815671217,0.004264564161877839,0.006097895691997032,0.021563781669546086
0.01226113590893947,0.0038740833571095723,0.005957610264830927,0.02209282953087997
0.014895870688326568,0.0055920791954691875,0.009390501149130943,0.0298784510329267
0.06292966684925225,0.005873258577248859,0.009459329020256702,0.0782622544467578
0.008209853285600567,0.0048469162096785685,0.007728362553712103,0.02078513204899124
0.08865400423579854,0.0019016835645484286,0.00484376485287831,0.09539945265322528
0.005001381894781646,0.0034663278405777124,0.006501870963023765,0.014969580698383124
0.004718774811009598,0.004013241948590058,0.006829197897122181,0.015561214656721837
0.015476078278467332,0.00584768864840152,0.00658478333993813,0.027908550266806983
0.06396132825594136,0.010327469875594578,0.010411283617165992,0.08470008174870193
0.07299711962541328,0.007263850360722804,0.006815465521418096,0.08707643550755417
0.012844454033978771,0.005145363847188108,0.006501663689576512,0.024491481570743392
0.004459741309805692,0.0008957079897987061,0.004461406869558664,0.009816856169163063
0.11544545846532303,0.0075333079792767235,0.009044851816891311,0.13202361826149106
0.014878906084548714,0.008097800261991344,0.011226715072312522,0.03420342141885258
0.03533429057582024,0.004934541616299365,0.0068472858613316395,0.04711611805345125
0.05875743623480665,0.006378829168566532,0.011344549975972534,0.07648081537934572
0.12404265267334129,0.008073797685987252,0.013105422204953143,0.14522187256428168
0.10713277642528991,0.01920113541340944,0.01409206661208559,0.14042597845078494
0.00421163952104194,0.013421952435483027,0.0066950613183230576,0.024328653274848025
0.07284529245333274,0.016097350690851078,0.009221481459335448,0.09816412460351927
0.03556385583050685,0.019505572634411248,0.01404950571201602,0.06911893417693411
0.11532960054586547,0.012667656978952536,0.011440798734903057,0.13943805625972105
0.04101912587189548,0.011667420746593299,0.012141135599682905,0.06482768221817169
0.02877790225813527,0.021495837934205522,0.018779791970033502,0.0690535321623743
0.0009623780770017029,0.005126515323022839,0.008353727007395496,0.014442620407420038
0.029237424106370556,0.011577331294462432,0.012908383675247458,0.053723139076080444
0.1134762249671673,0.024014486931682576,0.015912183421668807,0.15340289532051868
0.011969559133047116,0.010800893146249286,0.013300798703384145,0.03607125098268055
0.042730317102509664,0.007355102995323222,0.011065536157574697,0.06115095625540758
0.021221842118223075,0.007014406275955713,0.010850986756140674,0.03908723515031946
0.04431878358832076,0.013081194769378418,0.013134979579450784,0.07053495793714996
0.017205370202813694,0.01693700202542848,0.01630660673911937,0.050448978967361544
0.07757243474656579,0.01075677580830239,0.012852922692061008,0.10118213324692919
0.003266705932560827,0.011094868769143906,0.014541802953388418,0.02890337765509315
0.0002543642014089754,0.005473933203047672,0.007732101675690691,0.013460399080147338
0.012660715877718038,0.010998305647238877,0.011079093744688337,0.03473811526964525
0.18905359605206795,0.031620761862644495,0.014844142565130669,0.23551850047984313
0.08089872273341597,0.026452256305169404,0.01809579967977651,0.12544677871836188
0.037418576074994145,0.01698144245000288,0.013373479670169372,0.0677734981951664
0.002889643604399722,0.00913536919273727,0.010672316915490905,0.022697329712627896
0.00593623378016575,0.013138879011176744,0.009540975702476327,0.02861608849381882
0.010296333899651134,0.0029769368414242344,0.012274885890538299,0.025548156631613667
0.10655098143150556,0.014519237517329373,0.012323061005037522,0.13339327995387246
0.10748154564116924,0.006286935063294121,0.007970355311970004,0.12173883601643337
0.1650428747719554,0.008292114127300217,0.009711221517306717,0.18304621041656233
0.23453523884393396,0.00882003228558353,0.010365698802513645,0.25372096993203114
0.01115796671975387,0.005655833111231409,0.008825353307876354,0.025639153138861632
0.08235222845704399,0.00632434778076845,0.010596262966884012,0.09927283920469644
0.06841028634428788,0.027463094290294563,0.03386240260065894,0.12973578323524138
0.0005953932414373993,0.001318140573266686,0.00248221215760352,0.0043957459723076055
0.02065347800820042,0.0025629145484773,0.0042031216486961495,0.02741951420537387
0.19774438316455045,0.015931734171243866,0.012015571839570194,0.2256916891753645
0.0003566313012751428,0.010686441875375752,0.014868751941700769,0.025911825118351665
0.0014406632996271048,0.0070518365867552925,0.011788472757807181,0.020280972644189578
0.007778972496356509,0.007492224307487085,0.012070524026607996,0.02734172083045159
0.0017019344042982964,0.007294951517195928,0.011799595957095753,0.020796481878589977
0.0010831106547302743,0.009664560663957697,0.013910411420931176,0.02465808273961915
0.00521929557274525,0.002964920849747961,0.00435476364341587,0.012538980065909082
0.006698488790785395,0.004180194033450844,0.004720533157486521,0.01559921598172276
0.00027779815714900534,0.0023022110949885077,0.004006718522144752,0.006586727774282265
0.3357866358485925,0.01292465888584168,0.010178079839238297,0.3588893745736724
0.0011024499243935948,0.003918531448777394,0.005738217168854612,0.0107591985420256
0.004470781356065753,0.007179762286500771,0.00779661973965453,0.019447163382221053
0.04978532033896258,0.007496620000544991,0.008700314286211576,0.06598225462571915
0.0021435010752392813,0.00760243121354666,0.008066353440437924,0.017812285729223866
0.02001717252436916,0.007580594679236775,0.008101310580958088,0.03569907778456402
0.09396639503590301,0.006476713031013863,0.008737669273509024,0.1091807773404259
0.010136144955889785,0.00221803086836366,0.003266473562234822,0.015620649386488267
0.00023883651244896033,0.001729045297855583,0.0031990024494623105,0.005166884259766854
0.03463679391363858,0.008576967714356893,0.01110489706271861,0.05431865869071408
0.01901152367956872,0.008587327888217639,0.00843503185159769,0.03603388341938405
0.006019533029801243,0.0042849929021707995,0.005447223446204394,0.015751749378176437
0.06865769926641922,0.013006959497269155,0.011351586283618889,0.09301624504730727
0.0006126104012821983,0.002231362003966433,0.0036915931891131734,0.006535565594361805
0.0034894551881438193,0.003226502932604868,0.0037491077758256735,0.01046506589657436
0.07703180668037021,0.002050702021350207,0.00292254705716119,0.0820050557588816
0.004800148354615567,0.0030741123854113967,0.004442146155548426,0.01231640689557539
0.0006355101844961326,0.001762846750278692,0.004301670663100953,0.006700027597875777
0.007747121148930659,0.009217541059230493,0.007614569346227496,0.02457923155438865
0.0008916206054597411,0.007595319186812238,0.006442012717142802,0.014928952509414782
0.0021367673838680514,0.0036824217068060056,0.006943211797708857,0.012762400888382914
0.00218898139936417,0.003320545519414701,0.005175578457326819,0.01068510537610569
0.011442920086601912,0.006834325176947935,0.006878054090032816,0.025155299353582662
0.7665048614517083,0.004348867747442699,0.007210936996692174,0.7780646661958431
0.005175120636627207,0.004054102250613462,0.005935062715707352,0.015164285602948021
0.013186183309817032,0.013905559394347589,0.00765292152220488,0.0347446642263695
0.031023437259267136,0.009076865205313565,0.007544016774878259,0.04764431923945896
0.07093214545650336,0.005794787083079989,0.0069135200533026325,0.08364045259288598
0.00683815204758247,0.004178826336082122,0.005327045822134523,0.016344024205799116
